;"species";"sex";"spsex";"ecomorph";"pht";"pdia";"dist1";"dist2";"dist3";"island"
"711";"LI";"M";"LIM";"TG";0.46;0.05;"0.31";"0.18";"0.13";"jamaica"
"712";"LI";"M";"LIM";"TG";0.48;0.07;"0.09";"0.96";"1.00";"jamaica"
"713";"OP";"F";"OPF";"TC";0.13;0.065;"0.07";"0.25";"0.10";"jamaica"
"714";"OP";"F";"OPF";"TC";1.75;0.052;"0.36";"0.40";"0.29";"jamaica"
"715";"OP";"F";"OPF";"TC";0.7;0.075;"0.06";"0.49";"0.20";"jamaica"
"716";"OP";"F";"OPF";"TC";1.65;0.04;"0.20";"0.09";"0.25";"jamaica"
"717";"OP";"F";"OPF";"TC";0.53;0.1;"0.49";"0.56";"0.12";"jamaica"
"718";"OP";"F";"OPF";"TC";1.36;0.11;"0.20";"0.18";"0.14";"jamaica"
"719";"OP";"F";"OPF";"TC";1.43;0.1;"0.35";"0.15";"0.13";"jamaica"
"720";"OP";"F";"OPF";"TC";1.19;0.007;"0.05";"0.14";"0.42";"jamaica"
"721";"OP";"F";"OPF";"TC";1.99;0.24;"0.49";"0.61";"1.00";"jamaica"
"722";"OP";"F";"OPF";"TC";0.48;0.65;"0.32";"0.60";"0.33";"jamaica"
"723";"OP";"F";"OPF";"TC";0.14;0.003;"0.01";"0.35";"0.70";"jamaica"
"724";"OP";"F";"OPF";"TC";0.25;0.085;"0.15";"0.32";"0.15";"jamaica"
"725";"OP";"F";"OPF";"TC";0.12;0.04;"0.49";"0.88";"0.08";"jamaica"
"726";"OP";"F";"OPF";"TC";3.08;0.22;"1.00";"1.00";"0.35";"jamaica"
"727";"OP";"F";"OPF";"TC";3.74;0.14;"0.10";"0.06";"0.27";"jamaica"
"728";"OP";"F";"OPF";"TC";3.25;0.057;"0.13";"0.30";"1.00";"jamaica"
"729";"OP";"F";"OPF";"TC";2.28;0.029;"0.04";"0.85";"0.06";"jamaica"
"730";"OP";"F";"OPF";"TC";0.57;0.02;"0.12";"0.10";"0.05";"jamaica"
"731";"OP";"F";"OPF";"TC";0.82;0.075;"0.08";"0.34";"0.39";"jamaica"
"732";"OP";"F";"OPF";"TC";3.8;0.15;"1.00";"1.00";"0.74";"jamaica"
"733";"OP";"F";"OPF";"TC";1.24;0.074;"0.79";"0.45";"0.25";"jamaica"
"734";"OP";"F";"OPF";"TC";2.3;0.026;"0.52";"0.67";"0.14";"jamaica"
"735";"OP";"F";"OPF";"TC";1.32;0.027;"0.48";"0.40";"0.39";"jamaica"
"736";"OP";"F";"OPF";"TC";0.7;0.083;"0.29";"0.43";"0.41";"jamaica"
"737";"OP";"F";"OPF";"TC";1.55;0.045;"0.07";"0.15";"0.06";"jamaica"
"738";"OP";"F";"OPF";"TC";3.25;0.065;"0.04";"0.06";"0.50";"jamaica"
"739";"OP";"F";"OPF";"TC";0.41;0.055;"0.13";"0.70";"0.19";"jamaica"
"740";"OP";"F";"OPF";"TC";0.76;0.008;"0.06";"0.16";"0.32";"jamaica"
"741";"OP";"F";"OPF";"TC";6.2;0.18;"0.12";"1.00";"1.00";"jamaica"
"742";"OP";"F";"OPF";"TC";0.62;0.1;"0.11";"0.260";"0.280";"jamaica"
"743";"OP";"F";"OPF";"TC";2.5;0.014;"0.20";"0.230";"1.000";"jamaica"
"744";"OP";"F";"OPF";"TC";0.84;0.075;"0.25";"0.530";"0.400";"jamaica"
"745";"OP";"F";"OPF";"TC";1.46;0.008;"0.03";"0.150";"0.200";"jamaica"
"746";"OP";"F";"OPF";"TC";2;0.06;"0.18";"0.310";"0.240";"jamaica"
"747";"OP";"F";"OPF";"TC";2;0.12;"1.00";"1.000";"0.250";"jamaica"
"748";"OP";"F";"OPF";"TC";2.01;0.04;"0.77";"0.670";"0.230";"jamaica"
"749";"OP";"M";"OPM";"TC";2.3;0.052;"0.13";"0.050";"0.410";"jamaica"
"750";"OP";"M";"OPM";"TC";1.49;0.105;"0.11";"0.120";"0.150";"jamaica"
"751";"OP";"M";"OPM";"TC";1.56;0.014;"0.07";"0.750";"0.330";"jamaica"
"752";"OP";"M";"OPM";"TC";1.04;0.095;"0.46";"0.090";"0.170";"jamaica"
"753";"OP";"M";"OPM";"TC";0.84;0.085;"0.32";"0.560";"0.220";"jamaica"
"754";"OP";"M";"OPM";"TC";1.17;0.05;"0.20";"0.180";"0.160";"jamaica"
"755";"OP";"M";"OPM";"TC";1.87;0.065;"0.13";"0.580";"0.130";"jamaica"
"756";"OP";"M";"OPM";"TC";1.03;0.054;"0.12";"0.130";"0.600";"jamaica"
"757";"OP";"M";"OPM";"TC";1.33;0.075;"0.09";"0.220";"0.260";"jamaica"
"758";"OP";"M";"OPM";"TC";2.2;0.065;"0.11";"0.250";"0.230";"jamaica"
"759";"OP";"M";"OPM";"TC";1.35;0.085;"0.16";"0.380";"0.310";"jamaica"
"760";"OP";"M";"OPM";"TC";0.67;0.032;"0.21";"0.440";"0.070";"jamaica"
"761";"OP";"M";"OPM";"TC";1.5;0.3;"0.99";"1.000";"1.000";"jamaica"
"762";"OP";"M";"OPM";"TC";2.58;0.057;"0.51";"0.380";"1.000";"jamaica"
"763";"OP";"M";"OPM";"TC";1.35;0.021;"0.14";"0.380";"0.360";"jamaica"
"764";"OP";"M";"OPM";"TC";2.63;0.052;"0.10";"0.150";"0.240";"jamaica"
"765";"OP";"M";"OPM";"TC";2.61;0.047;"0.70";"0.720";"0.240";"jamaica"
"766";"OP";"M";"OPM";"TC";2.04;0.085;"0.18";"0.660";"0.140";"jamaica"
"767";"OP";"M";"OPM";"TC";2.1;0.09;"0.26";"0.170";"0.070";"jamaica"
"768";"OP";"M";"OPM";"TC";0.23;0.024;"0.29";"0.110";"1.000";"jamaica"
"769";"OP";"M";"OPM";"TC";2.1;0.077;"1.00";"0.790";"0.210";"jamaica"
"770";"OP";"M";"OPM";"TC";2.4;0.13;"0.38";"0.410";"0.370";"jamaica"
"771";"OP";"M";"OPM";"TC";1.07;0.09;"0.39";"0.900";"0.180";"jamaica"
"772";"OP";"M";"OPM";"TC";1.14;0.1;"0.28";"0.230";"1.000";"jamaica"
"773";"OP";"M";"OPM";"TC";0.84;0.086;"0.28";"0.250";"0.210";"jamaica"
"774";"OP";"M";"OPM";"TC";1.6;0.19;"0.30";"0.850";"0.980";"jamaica"
"775";"OP";"M";"OPM";"TC";5;0.07;"0.15";"0.250";"0.250";"jamaica"
"776";"OP";"M";"OPM";"TC";1.18;0.013;"0.04";"0.330";"0.420";"jamaica"
"777";"OP";"M";"OPM";"TC";3.1;0.21;"0.12";"0.400";"0.550";"jamaica"
"778";"OP";"M";"OPM";"TC";1.04;0.09;"0.16";"0.190";"0.250";"jamaica"
"779";"OP";"M";"OPM";"TC";1.51;0.017;"0.19";"0.310";"0.280";"jamaica"
"780";"OP";"M";"OPM";"TC";1.53;0.033;"0.84";"1.000";"0.330";"jamaica"
"781";"OP";"M";"OPM";"TC";1.92;0.22;"0.56";"0.560";"0.560";"jamaica"
"782";"OP";"M";"OPM";"TC";4.75;0.05;"0.12";"0.230";"0.550";"jamaica"
"783";"OP";"M";"OPM";"TC";1.57;0.27;"0.42";"1.000";"0.380";"jamaica"
"784";"OP";"M";"OPM";"TC";2.9;0.08;"0.07";"1.000";"0.280";"jamaica"
"785";"OP";"M";"OPM";"TC";2.4;0.32;"1.00";"1.000";"0.200";"jamaica"
"786";"PO";"F";"POF";"GB";0.39;0.02;"0.27";"0.040";"0.110";"pr"
"787";"PO";"F";"POF";"GB";0.165;0.06;"0.04";"1.000";"0.160";"pr"
"788";"PO";"F";"POF";"GB";0.17;0.004;"0.10";"1.000";"0.080";"pr"
"789";"PO";"F";"POF";"GB";0.37;0.028;"0.25";"0.040";"0.110";"pr"
"790";"PO";"F";"POF";"GB";0.34;0.007;"0.11";"0.070";"0.120";"pr"
"791";"PO";"F";"POF";"GB";0.41;0.007;"0.03";"0.015";"0.520";"pr"
"792";"PO";"F";"POF";"GB";0.54;0.003;"0.03";"0.230";"0.048";"pr"
"793";"PO";"F";"POF";"GB";0.004;0.24;"0.03";"0.210";"0.200";"pr"
"794";"PO";"F";"POF";"GB";0.038;0.029;"0.10";"0.130";"0.110";"pr"
"795";"PO";"F";"POF";"GB";0.65;0.028;"0.88";"0.790";"0.400";"pr"
"796";"PO";"F";"POF";"GB";0.58;0.02;"0.08";"1.000";"0.190";"pr"
"797";"PO";"F";"POF";"GB";0.53;0.009;"0.39";"0.300";"1.000";"pr"
"798";"PO";"F";"POF";"GB";0.23;0.02;"1.00";"0.340";"0.290";"pr"
"799";"PO";"F";"POF";"GB";0.46;0.04;"0.310";"0.140";"0.110";"pr"
"800";"PO";"F";"POF";"GB";0.08;0.2;"0.010";"1.000";"1.000";"pr"
"801";"PO";"F";"POF";"GB";0.32;0.007;"0.290";"0.045";"0.550";"pr"
"802";"PO";"F";"POF";"GB";0.055;0.03;"0.050";"1.000";"0.440";"pr"
"803";"PO";"F";"POF";"GB";0.21;0.045;"0.150";"1.000";"1.000";"pr"
"804";"PO";"F";"POF";"GB";0.16;0.003;"0.020";"1.000";"0.210";"pr"
"805";"PO";"F";"POF";"GB";0.25;0.002;"0.050";"1.000";"0.200";"pr"
"806";"PO";"F";"POF";"GB";0.31;0.005;"0.030";"0.140";"0.250";"pr"
"807";"PO";"F";"POF";"GB";0.51;0.005;"0.050";"1.000";"0.300";"pr"
"808";"PO";"F";"POF";"GB";0.39;0.016;"0.090";"0.170";"0.070";"pr"
"809";"PO";"F";"POF";"GB";0.2;0.03;"0.190";"1.000";"1.000";"pr"
"810";"PO";"F";"POF";"GB";0.24;0.011;"0.040";"0.170";"0.160";"pr"
"811";"PO";"F";"POF";"GB";0.19;0.017;"0.070";"0.030";"0.090";"pr"
"812";"PO";"F";"POF";"GB";0.35;0.021;"0.150";"0.200";"0.140";"pr"
"813";"PO";"M";"POM";"GB";0.47;0.03;"0.380";"0.140";"0.070";"pr"
"814";"PO";"M";"POM";"GB";0.21;0.015;"0.030";"0.100";"0.100";"pr"
"815";"PO";"M";"POM";"GB";0.17;0.015;"0.040";"0.070";"0.130";"pr"
"816";"PO";"M";"POM";"GB";0.44;0.015;"0.100";"0.100";"0.230";"pr"
"817";"PO";"M";"POM";"GB";0.48;0.025;"0.200";"0.030";"1.000";"pr"
"818";"PO";"M";"POM";"GB";0.19;0.01;"0.040";"0.060";"0.030";"pr"
"819";"PO";"M";"POM";"GB";0.25;0.015;"1.000";"0.130";"0.240";"pr"
"820";"PO";"M";"POM";"GB";0.31;0.012;"1.000";"0.010";"1.000";"pr"
"821";"PO";"M";"POM";"GB";0.28;0.014;"0.250";"0.040";"0.270";"pr"
"822";"PO";"M";"POM";"GB";0.09;0.001;"0.050";"0.043";"0.290";"pr"
"823";"PO";"M";"POM";"GB";0.54;0.008;"0.060";"0.460";"0.015";"pr"
"824";"PO";"M";"POM";"GB";0.46;0.008;"0.060";"0.070";"0.015";"pr"
"825";"PO";"M";"POM";"GB";0;0;"0.180";"0.015";"0.600";"pr"
"826";"PO";"M";"POM";"GB";0.01;0.07;"0.060";"0.240";"0.150";"pr"
"827";"PO";"M";"POM";"GB";0.39;0.013;"0.140";"0.230";"0.250";"pr"
"828";"PO";"M";"POM";"GB";0.01;0.58;"0.220";"0.270";"0.030";"pr"
"829";"PO";"M";"POM";"GB";0.34;0.01;"0.050";"0.050";"0.210";"pr"
"830";"PO";"M";"POM";"GB";0.49;0.027;"0.090";"0.110";"0.190";"pr"
"831";"PO";"M";"POM";"GB";0.42;0.038;"0.270";"0.270";"0.540";"pr"
"832";"PO";"M";"POM";"GB";0.48;0.02;"0.310";"0.440";"0.570";"pr"
"833";"PO";"M";"POM";"GB";0.41;0.048;"0.180";"0.260";"0.260";"pr"
"834";"PO";"M";"POM";"GB";0.22;1;"0.060";"0.180";"0.190";"pr"
"835";"PO";"M";"POM";"GB";0.45;0.8;"0.100";"0.480";"1.000";"pr"
"836";"PO";"M";"POM";"GB";0.23;1;"0.130";"0.190";"0.100";"pr"
"837";"PO";"M";"POM";"GB";0;0;"0.150";"0.750";"0.090";"pr"
"838";"PO";"M";"POM";"GB";0.1;0.018;"0.090";"0.170";"0.350";"pr"
"839";"PO";"M";"POM";"GB";0.31;0.018;"0.160";"0.110";"0.630";"pr"
"840";"PO";"M";"POM";"GB";0.15;0.02;"0.040";"0.230";"1.000";"pr"
"841";"PO";"M";"POM";"GB";0.17;0.045;"0.100";"0.200";"0.180";"pr"
"842";"PO";"M";"POM";"GB";0.36;0.016;"0.180";"1.000";"0.070";"pr"
"843";"PO";"M";"POM";"GB";0.2;0.045;"0.100";"0.120";"0.040";"pr"
"844";"PO";"M";"POM";"GB";0.31;0.012;"0.060";"0.100";"0.145";"pr"
"845";"PO";"M";"POM";"GB";0.295;0.04;"0.005";"0.062";"0.220";"pr"
"846";"PO";"M";"POM";"GB";0.325;0.029;"0.145";"0.215";"0.170";"pr"
"847";"PO";"M";"POM";"GB";0.38;0.022;"0.100";"0.060";"0.230";"pr"
"848";"PO";"M";"POM";"GB";0.35;0.035;"0.200";"0.060";"0.050";"pr"
"849";"PU";"F";"PUF";"GB";0.215;0.02;".";".";".";"pr"
"850";"PU";"F";"PUF";"GB";0.115;0.014;".";".";".";"pr"
"851";"PU";"F";"PUF";"GB";0.26;0.01;"0.010";"1.000";"1.000";"pr"
"852";"PU";"F";"PUF";"GB";0.4;0.05;"0.040";"0.230";"1.000";"pr"
"853";"PU";"F";"PUF";"GB";0.21;0.01;"0.050";"0.420";"1.000";"pr"
"854";"PU";"F";"PUF";"GB";0.49;0.052;"0.020";"0.280";"1.000";"pr"
"855";"PU";"F";"PUF";"GB";0.17;0.003;"0.030";"1.000";"1.000";"pr"
"856";"PU";"F";"PUF";"GB";0.2;0.003;"0.04";"1.000";"1.00";"pr"
"857";"PU";"F";"PUF";"GB";0.5;0.01;"0.07";"1.000";"1.00";"pr"
"858";"PU";"F";"PUF";"GB";0.14;0.004;"0.01";"1.000";"1.00";"pr"
"859";"PU";"F";"PUF";"GB";0.25;0.002;"0.02";"1.000";"1.00";"pr"
"860";"PU";"F";"PUF";"GB";0.15;0.004;"0.02";"1.000";"1.00";"pr"
"861";"PU";"F";"PUF";"GB";0.33;0.016;"0.07";"0.590";"1.00";"pr"
"862";"PU";"F";"PUF";"GB";0.34;0.004;"0.02";"1.000";"1.00";"pr"
"863";"PU";"F";"PUF";"GB";0.16;0.003;"0.05";"1.000";"1.00";"pr"
"864";"PU";"F";"PUF";"GB";0.09;0.013;"0.02";"1.000";"0.10";"pr"
"865";"PU";"F";"PUF";"GB";0.35;0.015;"0.09";"1.000";"1.00";"pr"
"866";"PU";"F";"PUF";"GB";0.3;0.009;"0.07";"0.260";"1.00";"pr"
"867";"PU";"F";"PUF";"GB";0.15;0.012;"0.05";"1.000";"1.00";"pr"
"868";"PU";"F";"PUF";"GB";0.4;0.02;".";".";".";"pr"
"869";"PU";"F";"PUF";"GB";0.3;0.014;"0.20";"1.000";"1.00";"pr"
"870";"PU";"F";"PUF";"GB";0.36;0.004;"0.13";"1.000";"1.00";"pr"
"871";"PU";"F";"PUF";"GB";0.45;0.01;"0.04";"1.000";"1.00";"pr"
"872";"PU";"F";"PUF";"GB";0.43;0.004;"0.09";"1.000";"1.00";"pr"
"873";"PU";"F";"PUF";"GB";0.08;0.001;"0.05";"0.530";"1.00";"pr"
"874";"PU";"F";"PUF";"GB";0.8;0.001;"0.05";"0.370";"1.00";"pr"
"875";"PU";"F";"PUF";"GB";0.29;0.004;"0.03";"1.000";"1.00";"pr"
"876";"PU";"F";"PUF";"GB";0.14;0.003;"0.04";"1.000";"1.00";"pr"
"877";"PU";"F";"PUF";"GB";0.31;0.003;"0.05";"1.000";"1.00";"pr"
"878";"PU";"F";"PUF";"GB";0.2;0.004;"0.05";"1.000";"1.00";"pr"
"879";"PU";"F";"PUF";"GB";0.2;0.002;"0.04";"1.000";"1.00";"pr"
"880";"PU";"F";"PUF";"GB";0.5;0.005;"0.05";"0.770";"1.00";"pr"
"881";"PU";"F";"PUF";"GB";0.26;0.006;"0.08";"0.400";"1.00";"pr"
"882";"PU";"F";"PUF";"GB";0.53;0.001;"0.03";"1.000";"1.00";"pr"
"883";"PU";"F";"PUF";"GB";0.1;0.001;"0.21";"1.000";"1.00";"pr"
"884";"PU";"F";"PUF";"GB";0.43;0.007;"0.05";"0.410";"1.00";"pr"
"885";"PU";"F";"PUF";"GB";0.52;0.002;"0.07";"1.000";"1.00";"pr"
"886";"PU";"F";"PUF";"GB";0.98;0.003;"0.07";"1.000";"1.00";"pr"
"887";"PU";"F";"PUF";"GB";0.11;0.002;"0.07";"1.000";"1.00";"pr"
"888";"PU";"F";"PUF";"GB";0.24;0.004;"0.05";"1.000";"1.00";"pr"
"889";"PU";"F";"PUF";"GB";0.52;0.003;"0.11";"1.000";"1.00";"pr"
"890";"PU";"F";"PUF";"GB";0.11;0.003;"0.04";"0.600";"0.32";"pr"
"891";"PU";"F";"PUF";"GB";0.1;0.002;"0.08";"1.000";"1.00";"pr"
"892";"PU";"F";"PUF";"GB";0.24;0.005;"0.03";"1.000";"1.00";"pr"
"893";"PU";"F";"PUF";"GB";0.06;0.004;"0.04";"1.000";"1.00";"pr"
"894";"PU";"M";"PUM";"GB";0.1;0.02;"1.00";"0.008";"1.00";"pr"
"895";"PU";"M";"PUM";"GB";0.76;0.148;".";".";".";"pr"
"896";"PU";"M";"PUM";"GB";0.5;0.15;".";".";".";"pr"
"897";"PU";"M";"PUM";"GB";0.41;0.003;".";".";".";"pr"
"898";"PU";"M";"PUM";"GB";0.25;0.05;"0.50";"1.000";"1.00";"pr"
"899";"PU";"M";"PUM";"GB";0.5;0.022;"0.01";"0.020";"0.08";"pr"
"900";"PU";"M";"PUM";"GB";1.85;0.08;"0.02";"0.190";"1.00";"pr"
"901";"PU";"M";"PUM";"GB";0.53;0.01;"0.04";"0.270";"0.74";"pr"
"902";"PU";"M";"PUM";"GB";0.41;0.01;"0.01";"1.000";"1.00";"pr"
"903";"PU";"M";"PUM";"GB";0.64;0.09;"0.05";"1.000";"1.00";"pr"
"904";"PU";"M";"PUM";"GB";0.29;0.03;"0.03";"0.240";"1.00";"pr"
"905";"PU";"M";"PUM";"GB";0.41;0.01;"0.01";"1.000";"1.00";"pr"
"906";"PU";"M";"PUM";"GB";0.275;0.008;"0.01";"1.000";"1.00";"pr"
"907";"PU";"M";"PUM";"GB";0.39;0.006;"0.04";"1.000";"0.24";"pr"
"908";"PU";"M";"PUM";"GB";0.3;0.018;"0.01";"0.120";"0.29";"pr"
"909";"PU";"M";"PUM";"GB";0.28;0.008;"0.01";"1.000";"1.00";"pr"
"910";"PU";"M";"PUM";"GB";0.8;0.06;"0.02";"1.000";"1.00";"pr"
"911";"PU";"M";"PUM";"GB";0.63;0.01;"0.02";"0.040";"1.00";"pr"
"912";"PU";"M";"PUM";"GB";0.27;0.017;"0.06";"1.000";"1.00";"pr"
"913";"PU";"M";"PUM";"GB";0.69;0.002;"0.09";"1.00";"1.00";"pr"
"914";"PU";"M";"PUM";"GB";0.45;0.004;"0.12";"0.54";"1.00";"pr"
"915";"PU";"M";"PUM";"GB";0.23;0.002;"0.02";"1.00";"1.00";"pr"
"916";"PU";"M";"PUM";"GB";0.36;0.004;"0.01";"1.00";"1.00";"pr"
"917";"PU";"M";"PUM";"GB";0.55;0.012;"0.13";"0.32";"1.00";"pr"
"918";"PU";"M";"PUM";"GB";0.32;0.015;".";".";".";"pr"
"919";"PU";"M";"PUM";"GB";0.43;0.026;".";".";".";"pr"
"920";"PU";"M";"PUM";"GB";0.69;0.007;".";".";".";"pr"
"921";"PU";"M";"PUM";"GB";0.32;0.018;"0.19";"1.00";"1.00";"pr"
"922";"PU";"M";"PUM";"GB";0.42;0.08;"0.14";"1.00";"1.00";"pr"
"923";"PU";"M";"PUM";"GB";0.36;0.004;"0.13";"1.00";"1.00";"pr"
"924";"PU";"M";"PUM";"GB";0.69;0.002;"0.16";"1.00";"1.00";"pr"
"925";"PU";"M";"PUM";"GB";0.12;0.004;"0.04";"1.00";"1.00";"pr"
"926";"PU";"M";"PUM";"GB";0.77;0.009;"0.06";"1.00";"1.00";"pr"
"927";"PU";"M";"PUM";"GB";1.35;0.012;"0.11";"1.00";"1.00";"pr"
"928";"PU";"M";"PUM";"GB";0.27;0.005;"0.02";"0.05";"0.38";"pr"
"929";"PU";"M";"PUM";"GB";0.6;0.8;"0.04";"1.00";"1.00";"pr"
"930";"PU";"M";"PUM";"GB";0.55;0.001;"0.13";"0.30";"1.00";"pr"
"931";"PU";"M";"PUM";"GB";0.29;0.009;"0.09";"1.00";"1.00";"pr"
"932";"PU";"M";"PUM";"GB";0.29;0.009;"0.09";"1.00";"1.00";"pr"
"933";"PU";"M";"PUM";"GB";1.24;0.01;"0.16";"0.39";"1.00";"pr"
"934";"PU";"M";"PUM";"GB";0.96;0.005;"0.45";"0.18";"0.50";"pr"
"935";"PU";"M";"PUM";"GB";0.47;0.007;"0.06";"1.00";"0.66";"pr"
"936";"PU";"M";"PUM";"GB";0.21;0.004;"0.05";"1.00";"1.00";"pr"
"937";"PU";"M";"PUM";"GB";0.25;0.002;"0.08";"1.00";"1.00";"pr"
"938";"PU";"M";"PUM";"GB";0.29;0.003;"0.06";"0.18";"1.00";"pr"
"939";"PU";"M";"PUM";"GB";0.8;0.008;"0.06";"0.08";"0.45";"pr"
"940";"PU";"M";"PUM";"GB";0.8;0.009;"0.20";"1.00";"1.00";"pr"
"941";"PU";"M";"PUM";"GB";0.51;0.005;"0.05";"0.56";"1.00";"pr"
